HG02630.mat.cen12:34702112-37789825
total	2289
S1C12H1L.1-8	2032
S1C12H1L.1-3_8	37
S1C12H1L.1_4-8	36
S1C12H1L.5-8	21
S1C12H1L.1-3_2-8	20
S1C12H1L.1_8	19
S1C12H1L.1-7_2-8	16
S1C12H1L.3-8	15
S1C12H1L.1-6_5-8	11
S1C12H1L.1-7_6-8	8
S1C12H1L.1_6-8	7
S1C12H1L.1-5_8	6
S1C12H1L.7	5
S1C12H1L.6-8	5
S1C12H1L.1-2	5
S1C12H1L.2-8	4
S1C12H1L.1-4	3
S1C12H1L.1-2_7-8	3
S1C12H1L.1-4_7-8	3
S1C12H1L.1-7_4-8	3
S1C12H1L.1_4-7_2-8	3
S1C12H1L.1	2
S1C12H1L.1_4-7_4-8	2
S1C12H1L.1-5_2-8	2
S1C12H1L.1_4-5_8	2
S1C12H1L.1-5_4-8	2
S1C12H1L.1-4_6-8	2
S1C12H1L.1-5_4	2
S1C12H1L.1-7_2-7_2-8	1
S1C12H1L.1-7_4-7_2-7_2-8	1
S1C12H1L.5-7_6-8	1
S1C12H1L.1-6_6-8	1
S1C12H1L.5-6	1
S1C12H1L.1-7_4	1
S1C12H1L.7_6-8	1
S1C12H1L.5-6_5-8	1
S1C12H1L.1-6	1
S1C12H1L.3_8	1
S1C12H1L.7-8	1
S1C12H1L.4_7-8	1
S1C12H1L.6	1
HG02723.mat.cen12:27719594-31194722
total	2580
S1C12H1L.1-8	2272
S1C12H1L.1_4-8	54
S1C12H1L.1-3_8	46
S1C12H1L.1-3_2-8	24
S1C12H1L.5-8	23
S1C12H1L.1_8	19
S1C12H1L.1-7_2-8	17
S1C12H1L.1-2	15
S1C12H1L.3-8	13
S1C12H1L.1_6-8	10
S1C12H1L.1-5_8	9
S1C12H1L.1-6_5-8	8
S1C12H1L.1-7_6-8	8
S1C12H1L.7	6
S1C12H1L.6-8	6
S1C12H1L.1-4	4
S1C12H1L.1_4-7_2-8	4
S1C12H1L.1-5_2-8	3
S1C12H1L.2-8	3
S1C12H1L.1_4-5_8	3
S1C12H1L.1-7_4-8	3
S1C12H1L.1	2
S1C12H1L.1_4-7_4-8	2
S1C12H1L.1-6	2
S1C12H1L.1-6_6-8	2
S1C12H1L.1-4_7-8	2
S1C12H1L.8	2
S1C12H1L.3-6	2
S1C12H1L.1-4_6-8	2
S1C12H1L.1-7_2-7_2-8	1
S1C12H1L.1-7_4-7_2-7_2-8	1
S1C12H1L.5-7_6-8	1
S1C12H1L.5-6	1
S1C12H1L.1-7_4	1
S1C12H1L.7_6-8	1
S1C12H1L.5-6_5-8	1
S1C12H1L.1-5_4	1
S1C12H1L.3_8	1
S1C12H1L.1-2_7-8	1
S1C12H1L.7-8	1
S1C12H1L.1-5_4-8	1
S1C12H1L.4_7-8	1
S1C12H1L.6	1
HG03486.mat.cen12:34703633-38068175
total	2491
S1C12H1L.1-8	2205
S1C12H1L.1_4-8	51
S1C12H1L.1-3_8	45
S1C12H1L.1-3_2-8	22
S1C12H1L.5-8	20
S1C12H1L.1_8	19
S1C12H1L.3-8	15
S1C12H1L.1-6_5-8	13
S1C12H1L.1-7_2-8	13
S1C12H1L.1-5_8	10
S1C12H1L.1-2	9
S1C12H1L.1_6-8	8
S1C12H1L.1-7_6-8	6
S1C12H1L.1_4-7_2-8	6
S1C12H1L.7	5
S1C12H1L.2-8	4
S1C12H1L.6-8	3
S1C12H1L.1-6	3
S1C12H1L.1	2
S1C12H1L.1_4-7_4-8	2
S1C12H1L.1-7_2-7_2-8	2
S1C12H1L.1-7_4-7_2-7_2-8	2
S1C12H1L.1-5_2-8	2
S1C12H1L.1_4-5_8	2
S1C12H1L.1-7_4-8	2
S1C12H1L.1-4_7-8	2
S1C12H1L.1-5_4-8	2
S1C12H1L.1-4_6-8	2
S1C12H1L.1-5_4	2
S1C12H1L.1-2_7-8	2
S1C12H1L.1-4	1
S1C12H1L.5-7_6-8	1
S1C12H1L.1-6_6-8	1
S1C12H1L.1-7_4	1
S1C12H1L.7_6-8	1
S1C12H1L.5-6_5-8	1
S1C12H1L.3_8	1
S1C12H1L.7-8	1
S1C12H1L.4_7-8	1
S1C12H1L.6	1
